用户编码,姓名,经历序号,起始时间（YYYY-MM-DD）,终止时间（（YYYY-MM-DD））,是否全国性组织,是否中央派出,一级关键词编码,地方一级关键词,二级关键词编码,地方二级关键词,地区级别,录入信息备注,地方三级关键词,基本大类别,职务一级关键词编码,职务一级关键词,录入信息备注,职务二级关键词,职务三级关键词,具体职务,级别,标志位,学历,序号
3047,曹立强,4,2/1/1994,10/1/1994,是,否,310000,上海市,,,,,,学校,82272,平凉二中,,,,副校长,小于副处,学校,本科,4
3047,曹立强,5,2/1/1994,10/1/1994,是,否,310000,上海市,310110,杨浦区,地级市（区）,,,政府_国务院,2636,教育部/厅/局,,教工团委,,副书记,小于副处,无,本科,5
3047,曹立强,6,10/1/1994,10/1/1997,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,共青团,4600,共青团委,,,,副书记,副处,无,本科,6
3047,曹立强,7,9/1/1996,7/1/1999,是,否,840000,中央,,,,,,学校,80001,中央党校,,在职研究生政治专业,,学员,副处,学校,硕士,7
3047,曹立强,8,10/1/1997,7/1/2000,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,共青团,4600,共青团委,,,,书记,正处,无,硕士,8
3047,曹立强,9,9/1/1998,1/1/1999,是,否,310000,上海市,,,,,,学校,81692,上海市委党校,,第16期中青年干部培训班,,学员,正处,学校,硕士,9
3047,曹立强,10,7/1/2000,5/1/2002,否,否,310000,上海市,310110,杨浦区,地级市（区）,,平凉路街道,政府_国务院,2600,政府/国务院（综合）,,,,主任、党工副主任,正处,无,硕士,10
3047,曹立强,11,5/1/2002,6/1/2003,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,党委,1401,科技工委,,,,书记,正处,无,硕士,11
3047,曹立强,12,5/1/2002,6/1/2003,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,地方企业,9324,五角场高新技术联合发展有限公司,,,,总经理,正处,无,硕士,12
3047,曹立强,13,6/1/2003,8/1/2005,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,政府_国务院,2969,房地产管理局,,,,局长、党委副书记,正处,无,硕士,13
3047,曹立强,14,11/1/2004,12/1/2004,是,否,830100,美国,,,,,,学校,80415,宾夕法尼亚大学,,沃顿商学院,上海市政府第1期高级公务员沃顿培训班,学员,正处,学校,硕士,14
3047,曹立强,15,8/1/2005,11/1/2006,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,政府_国务院,2969,房地产管理局,,,,党委书记、局长,正处,无,硕士,15
3047,曹立强,16,11/1/2006,10/1/2011,否,否,310000,上海市,310108,闸北区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（非常委）,硕士,16
3047,曹立强,17,10/1/2011,7/1/2013,否,否,310000,上海市,310108,闸北区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（常委）,硕士,17
3047,曹立强,18,7/1/2013,7/1/2015,否,否,310000,上海市,310109,虹口区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,硕士,18
3048,陈安杰,1,12/1/1997,2/1/2003,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,本科,1
3048,陈安杰,2,2/1/2003,4/1/2010,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,本科,2
3048,陈安杰,3,2/1/2003,8/1/2011,否,否,310000,上海市,,,,,,政府_国务院,34057,上海世博会事务协调局,,,,党委副书记、副局长,正厅,无,本科,3
3048,陈安杰,4,8/1/2011,1/1/2012,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,人大,1000,人大常委会,,,,主任,正厅,无,本科,4
3049,诸葛宇杰,1,8/1/1992,,否,否,310000,上海市,,,,,,地方企业,9320,上海港务工程公司,,第四工程处,,施工员、主任助理、副主任,小于副处,无,本科,1
3049,诸葛宇杰,2,,,否,否,310000,上海市,,,,,,地方企业,9320,上海港务工程公司,,第四分公司,,经理,小于副处,无,本科,2
3049,诸葛宇杰,3,,,否,否,310000,上海市,,,,,,地方企业,9320,上海港务工程公司,,,,总经理助理,小于副处,无,本科,3
3049,诸葛宇杰,4,,7/1/1999,否,否,310000,上海市,,,,,,地方企业,9320,上海港务工程公司,,,,副总经理,副处,无,本科,4
3049,诸葛宇杰,5,7/1/1999,11/1/2005,否,否,310000,上海市,,,,,,地方企业,9320,上海港务工程公司,,,,总经理、党委书记,正处,无,本科,5
3049,诸葛宇杰,6,11/1/2005,2/1/2009,否,否,310000,上海市,,,,,,地方企业,9319,上海洋山同盛港口建设有限公司,,,,总经理、党委副书记,副厅,无,本科,6
3049,诸葛宇杰,7,11/1/2005,2/1/2009,否,否,310000,上海市,,,,,,地方企业,9313,上海同盛投资（集团）有限公司,,,,副总裁,副厅,无,本科,7
3049,诸葛宇杰,8,2/1/2009,2/1/2011,否,否,310000,上海市,310107,普陀区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（常委）,本科,8
3049,诸葛宇杰,9,2/1/2011,4/1/2013,否,否,310000,上海市,,,,,,地方企业,9314,上海国际港务（集团）股份有限公司,,,,党委副书记、总裁,正厅,无,本科,9
3049,诸葛宇杰,10,4/1/2013,1/1/2015,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,本科,10
3049,诸葛宇杰,11,1/1/2015,7/1/2015,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,本科,11
3050,岑富荣,1,6/1/1982,6/1/1987,否,否,310000,上海市,,,,,,共青团,4600,共青团委,,,,副书记,副厅,无,不详,1
3050,岑富荣,2,6/1/1987,6/1/2002,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,不详,2
3050,岑富荣,3,6/1/2002,6/1/2004,否,否,310000,上海市,,,,,,地方企业,9311,上海东浩国际服务贸易（集团）有限公司,,,,董事长、党委书记,正厅,无,不详,3
3050,岑富荣,4,6/1/2002,1/1/2015,否,否,310000,上海市,,,,,,行业协会_人民团体,6714,上海市国际贸易促进委员会,,,,会长,正厅,无,不详,4
3050,岑富荣,5,6/1/2002,1/1/2015,否,否,310000,上海市,,,,,,行业协会_人民团体,6713,上海国际商会,,,,会长,正厅,无,不详,5
3050,岑富荣,6,6/1/2002,1/1/2015,否,否,310000,上海市,,,,,,行业协会_人民团体,6712,上海世界贸易中心协会,,,,会长,正厅,无,不详,6
3050,岑富荣,7,6/1/2002,1/1/2015,是,否,840000,中央,,,,,,行业协会_人民团体,6715,中国国际经济贸易仲裁委员会,,,,副主任,正厅,无,不详,7
3051,蒋卓庆,1,9/1/1977,,否,否,310000,上海市,,,,,,政府_国务院,2615,财政部/厅/局,,企业财务二处,,副处长,副处,无,不详,1
3051,蒋卓庆,2,,,否,否,310000,上海市,,,,,,政府_国务院,2615,财政部/厅/局,,企业财务二处,,处长,正处,无,不详,2
3051,蒋卓庆,3,,,否,否,310000,上海市,,,,,,政府_国务院,2615,财政部/厅/局,,第一分局,,局长、党组书记,正处,无,不详,3
3051,蒋卓庆,4,,12/1/2002,否,否,310000,上海市,,,,,,政府_国务院,2615,财政部/厅/局,,,,副局长,副厅,无,不详,4
3051,蒋卓庆,5,12/1/2002,10/1/2006,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,不详,5
3051,蒋卓庆,6,12/1/2002,10/1/2006,否,否,310000,上海市,,,,,,政府_国务院,2614,劳动和社会保障部/厅/局,,,,局长,正厅,无,不详,6
3051,蒋卓庆,7,10/1/2006,7/1/2013,否,否,310000,上海市,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副秘书长,正厅,秘书,不详,7
3051,蒋卓庆,8,10/1/2006,7/1/2013,否,否,310000,上海市,,,,,,政府_国务院,2615,财政部/厅/局,,,,局长,正厅,无,不详,8
3051,蒋卓庆,9,10/1/2006,7/1/2013,否,否,310000,上海市,,,,,,党委,1300,党委常委会/政治局 ,,,,副秘书长,正厅,秘书,不详,9
3051,蒋卓庆,10,10/1/2006,7/1/2013,否,否,310000,上海市,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,秘书长,正厅,秘书,不详,10
3051,蒋卓庆,11,10/1/2006,7/1/2013,否,否,310000,上海市,,,,,,政府_国务院,2662,政府/国务院办公厅,,,,主任,正厅,秘书,不详,11
3051,蒋卓庆,12,7/1/2013,7/1/2015,否,否,310000,上海市,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长,副部,副省长（非常委）,不详,12
3052,宗明,1,,,否,否,310000,上海市,310115,浦东新区,地级市（区）,,川沙县,共青团,4600,共青团委,,,,常委、副书记、书记,小于副处,无,不详,1
3052,宗明,2,,,否,否,310000,上海市,310115,浦东新区,地级市（区）,,川沙县,党委,1301,党委办公厅 /室,,,,副主任,小于副处,秘书,不详,2
3052,宗明,3,,,否,否,310000,上海市,310115,浦东新区,地级市（区）,,,共青团,4600,共青团委,,,,副书记,副处,无,不详,3
3052,宗明,4,,,否,否,310000,上海市,310115,浦东新区,地级市（区）,,,共青团,4600,共青团委,,,,书记,正处,无,不详,4
3052,宗明,5,,,否,否,310000,上海市,,,,,,共青团,4600,共青团委,,,,副书记,副厅,无,不详,5
3052,宗明,6,,,否,否,310000,上海市,,,,,,其他,7786,上海电视台,,,,党委书记,正厅,无,不详,6
3052,宗明,7,,,否,否,310000,上海市,,,,,,地方企业,9316,上海文化广播影视集团公司,,,,党委委员,正厅,无,不详,7
3052,宗明,8,,9/1/2006,否,否,310000,上海市,,,,,,地方企业,9317,上海文广新闻传媒集团公司,,,,党委书记,正厅,无,不详,8
3052,宗明,9,9/1/2006,9/1/2009,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,不详,9
3052,宗明,10,9/1/2009,2/1/2013,否,否,310000,上海市,,,,,,党委,1303,宣传部（党委）,,,,副部长,正厅,无,不详,10
3052,宗明,11,12/1/2010,2/1/2013,否,否,310000,上海市,,,,,,党委,1748,文化创意产业推进领导小组,,办公室,,副主任,正厅,无,不详,11
3052,宗明,12,2/1/2013,7/1/2015,否,否,310000,上海市,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副秘书长,正厅,秘书,不详,12
3053,金兴明,1,9/1/1979,8/1/1983,是,否,110000,北京市,,,,,,学校,11005,北京航空航天大学,,可靠性工程专业,,学生,无级别,学校,本科,1
3053,金兴明,2,8/1/1983,4/1/1995,否,否,310000,上海市,,,,,,其他,7787,中国航空无线电电子研究所,,第七研究室,,助理工程师,无级别,无,本科,2
3053,金兴明,3,8/1/1983,4/1/1995,否,否,310000,上海市,,,,,,其他,7787,中国航空无线电电子研究所,,,,团委副书记、书记,小于副处,无,本科,3
3053,金兴明,4,8/1/1983,4/1/1995,否,否,310000,上海市,,,,,,其他,7787,中国航空无线电电子研究所,,质量办公室,,副主任,小于副处,无,本科,4
3053,金兴明,5,8/1/1983,4/1/1995,否,否,310000,上海市,,,,,,其他,7787,中国航空无线电电子研究所,,质量处,,处长,小于副处,无,本科,5
3053,金兴明,6,8/1/1983,4/1/1995,否,否,310000,上海市,,,,,,其他,7787,中国航空无线电电子研究所,,民品处,,处长,小于副处,无,本科,6
3053,金兴明,7,8/1/1983,4/1/1995,否,否,310000,上海市,,,,,,地方企业,9323,上海航空电子公司,,民品部,,副部长,小于副处,无,本科,7
3053,金兴明,8,4/1/1995,10/1/2006,否,否,310000,上海市,,,,,,其他,7787,中国航空无线电电子研究所,,,,副所长,副处,无,本科,8
3053,金兴明,9,4/1/1995,10/1/2006,否,否,310000,上海市,,,,,,地方企业,9323,上海航空电子公司,,,,副总经理,副处,无,本科,9
3053,金兴明,10,4/1/1995,10/1/2006,否,否,310000,上海市,,,,,,其他,7787,中国航空无线电电子研究所,,,,所长,正处,无,本科,10
3053,金兴明,11,4/1/1995,11/1/2006,否,否,310000,上海市,,,,,,地方企业,9323,上海航空电子公司,,,,总经理,正处,无,本科,11
3053,金兴明,12,10/1/2006,2/1/2008,否,否,310000,上海市,,,,,,政府_国务院,2715,航空工业(第三机械)部/厅/局,,,,局长,副厅,无,本科,12
3053,金兴明,13,10/1/2006,2/1/2008,否,否,310000,上海市,,,,,,其他,7787,中国航空无线电电子研究所,,,,所长,副厅,无,本科,13
3053,金兴明,14,10/1/2006,2/1/2008,否,否,310000,上海市,,,,,,地方企业,9322,上海航空工业（集团）有限公司,,,,总经理、副董事长,副厅,无,本科,14
3053,金兴明,15,10/1/2006,2/1/2008,否,否,310000,上海市,,,,,,地方企业,9323,上海航空电子公司,,,,总经理,副厅,无,本科,15
3053,金兴明,16,2/1/2008,12/1/2009,否,否,310000,上海市,,,,,,政府_国务院,2811,经济和信息化委员会,,,,副主任,正厅,无,本科,16
3053,金兴明,17,12/1/2009,2/1/2013,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,本科,17
3053,金兴明,18,2/1/2013,7/1/2015,否,否,310000,上海市,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副秘书长,正厅,秘书,本科,18
3054,谢坚钢,1,7/1/1990,3/1/1999,是,否,310000,上海市,,,,,,学校,81078,上海大学,,,,团委副书记,副处,学校,博士,1
3054,谢坚钢,2,7/1/1990,3/1/1999,是,否,310000,上海市,,,,,,学校,81078,上海大学,,学生宿舍社区管理部,,副主任,副处,学校,博士,2
3054,谢坚钢,3,7/1/1990,3/1/1999,是,否,310000,上海市,,,,,,学校,81078,上海大学,,自动化学院,,党委副书记,副处,学校,博士,3
3054,谢坚钢,4,3/1/1999,1/1/2001,否,否,310000,上海市,310104,徐汇区,地级市（区）,,漕河泾镇,政府_国务院,2600,政府/国务院（综合）,,,,副镇长,副处,无,博士,4
3054,谢坚钢,5,1/1/2001,2/1/2004,否,否,310000,上海市,310104,徐汇区,地级市（区）,,漕河泾镇,党委,1300,党委常委会/政治局 ,,,,副书记,正处,无,博士,5
3054,谢坚钢,6,1/1/2001,2/1/2004,否,否,310000,上海市,310104,徐汇区,地级市（区）,,漕河泾镇,政府_国务院,2600,政府/国务院（综合）,,,,主任,正处,无,博士,6
3054,谢坚钢,7,2/1/2004,12/1/2006,否,否,310000,上海市,310104,徐汇区,地级市（区）,,,政府_国务院,2662,政府/国务院办公厅,,,,主任,正处,秘书,博士,7
3054,谢坚钢,8,12/1/2006,8/1/2009,否,否,310000,上海市,310104,徐汇区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（非常委）,博士,8
3054,谢坚钢,9,8/1/2009,8/1/2013,否,否,310000,上海市,310104,徐汇区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（常委）,博士,9
3054,谢坚钢,10,8/1/2013,1/1/2015,否,否,310000,上海市,310107,普陀区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,博士,10
3054,谢坚钢,11,1/1/2015,7/1/2015,否,否,310000,上海市,310110,杨浦区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,博士,11
3055,黄富荣,1,1/1/1994,8/1/2006,否,否,310000,上海市,310112,闵行区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,专科,1
3056,赵奇,1,7/1/1984,6/1/1993,否,否,310000,上海市,310114,嘉定区,地级市（区）,,,政府_国务院,2642,地方统计局,,调查队,,干部、负责人,小于副处,无,本科,1
3056,赵奇,2,6/1/1993,12/1/1995,否,否,310000,上海市,310114,嘉定区,地级市（区）,,,党委,1307,党委政策研究室,,经济科,,科长,小于副处,秘书,本科,2
3056,赵奇,3,12/1/1995,10/1/1998,否,否,310000,上海市,310114,嘉定区,地级市（区）,,马陆镇,政府_国务院,2600,政府/国务院（综合）,,,,副镇长,副处,无,本科,3
3056,赵奇,4,10/1/1998,11/1/2000,否,否,310000,上海市,310114,嘉定区,地级市（区）,,马陆镇,政府_国务院,2600,政府/国务院（综合）,,,,镇长,正处,无,本科,4
3056,赵奇,5,11/1/2000,1/1/2003,否,否,310000,上海市,310114,嘉定区,地级市（区）,,马陆镇,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,本科,5
3056,赵奇,6,1/1/2003,6/1/2006,否,否,310000,上海市,310112,闵行区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副区长,副厅,副市长（非常委）,本科,6
3056,赵奇,7,6/1/2006,4/1/2013,否,否,310000,上海市,310230,崇明县,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,县长,副厅,市长,本科,7
3056,赵奇,8,4/1/2013,6/1/2014,否,否,310000,上海市,310230,崇明县,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,本科,8
3056,赵奇,9,6/1/2014,7/1/2015,否,否,310000,上海市,310112,闵行区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,本科,9
3057,王洪泉,1,6/1/1971,6/1/1979,否,否,310000,上海市,310112,闵行区,地级市（区）,,七宝镇,政府_国务院,2600,政府/国务院（综合）,,,,主任,正处,无,不详,1
3057,王洪泉,2,6/1/1980,6/1/1983,否,否,310000,上海市,310112,闵行区,地级市（区）,,纪王公社,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,不详,2
3057,王洪泉,3,1/1/1984,12/1/1984,否,否,310000,上海市,310251,上海县,地级市（区）,,,党委,1308,纪律检查委员会,,,,书记,正处,无,不详,3
3057,王洪泉,4,6/1/1985,6/1/1992,否,否,310000,上海市,310115,浦东新区,地级市（区）,,川沙县,政府_国务院,2600,政府/国务院（综合）,,,,县长,正处,无,不详,4
3057,王洪泉,5,6/1/1985,6/1/1992,否,否,310000,上海市,310115,浦东新区,地级市（区）,,川沙县,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,不详,5
3057,王洪泉,6,6/1/1992,6/1/1996,否,否,310000,上海市,310115,浦东新区,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,不详,6
3057,王洪泉,7,6/1/1992,6/1/1996,否,否,310000,上海市,310115,浦东新区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副主任,副厅,副市长（常委）,不详,7
3057,王洪泉,8,6/1/1996,6/1/2005,否,否,310000,上海市,310112,闵行区,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,区长,正厅,市长,不详,8
3057,王洪泉,9,6/1/2005,6/1/2008,否,否,310000,上海市,,,,,,地方企业,6460,上海市农工商（集团）总公司,,,,党建督促员、监事长,正厅,无,不详,9
3058,陈靖,1,9/1/1982,6/1/1984,是,否,330000,浙江省,,,,,,学校,80938,杭州大学,,中文系,,学生,无级别,学校,本科,1
